videoname,speaker_id,label
LA_T_1138215,LA_0079,0
LA_T_1271820,LA_0079,0
LA_T_1272637,LA_0079,0
LA_T_1276960,LA_0079,0
LA_T_1341447,LA_0079,0
LA_T_1363611,LA_0079,0
LA_T_1596451,LA_0079,0
LA_T_1608170,LA_0079,0
LA_T_1684951,LA_0079,0
LA_T_1699801,LA_0079,0
LA_T_1703395,LA_0079,0
LA_T_1736342,LA_0079,0
LA_T_1779188,LA_0079,0
LA_T_1786825,LA_0079,0
LA_T_1787246,LA_0079,0
LA_T_1905558,LA_0079,0
LA_T_2205687,LA_0079,0
LA_T_2220901,LA_0079,0
LA_T_2361751,LA_0079,0
LA_T_2373806,LA_0079,0
LA_T_2417641,LA_0079,0
LA_T_2520083,LA_0079,0
LA_T_2562689,LA_0079,0
LA_T_2564579,LA_0079,0
LA_T_2732709,LA_0079,0
LA_T_2759900,LA_0079,0
LA_T_2838981,LA_0079,0
LA_T_2873890,LA_0079,0
LA_T_2938316,LA_0079,0
LA_T_3131990,LA_0079,0
LA_T_3141223,LA_0079,0
LA_T_3167734,LA_0079,0
LA_T_3187715,LA_0079,0
LA_T_3215578,LA_0079,0
LA_T_3247389,LA_0079,0
LA_T_3346004,LA_0079,0
LA_T_3441957,LA_0079,0
LA_T_3561136,LA_0079,0
LA_T_3576775,LA_0079,0
LA_T_3580508,LA_0079,0
LA_T_3635733,LA_0079,0
LA_T_3636245,LA_0079,0
LA_T_3810183,LA_0079,0
LA_T_3849267,LA_0079,0
LA_T_3995089,LA_0079,0
LA_T_3999087,LA_0079,0
LA_T_3999267,LA_0079,0
LA_T_4053835,LA_0079,0
LA_T_4118798,LA_0079,0
LA_T_4155454,LA_0079,0
LA_T_4179989,LA_0079,0
LA_T_4197307,LA_0079,0
LA_T_4237787,LA_0079,0
LA_T_4239283,LA_0079,0
LA_T_4244329,LA_0079,0
LA_T_4339311,LA_0079,0
LA_T_4362109,LA_0079,0
LA_T_4428691,LA_0079,0
LA_T_4752788,LA_0079,0
LA_T_4756464,LA_0079,0
LA_T_4822766,LA_0079,0
LA_T_5096578,LA_0079,0
LA_T_5161420,LA_0079,0
LA_T_5191549,LA_0079,0
LA_T_5337549,LA_0079,0
LA_T_5387852,LA_0079,0
LA_T_5521272,LA_0079,0
LA_T_5761909,LA_0079,0
LA_T_5777819,LA_0079,0
LA_T_5785306,LA_0079,0
LA_T_5954195,LA_0079,0
LA_T_6058143,LA_0079,0
LA_T_6074694,LA_0079,0
LA_T_6105178,LA_0079,0
LA_T_6200206,LA_0079,0
LA_T_6214695,LA_0079,0
LA_T_6324553,LA_0079,0
LA_T_6335714,LA_0079,0
LA_T_6370865,LA_0079,0
LA_T_6405980,LA_0079,0
LA_T_6426017,LA_0079,0
LA_T_6492747,LA_0079,0
LA_T_6618587,LA_0079,0
LA_T_6630946,LA_0079,0
LA_T_6721654,LA_0079,0
LA_T_6736628,LA_0079,0
LA_T_6768659,LA_0079,0
LA_T_6960204,LA_0079,0
LA_T_7122854,LA_0079,0
LA_T_7123800,LA_0079,0
LA_T_7248140,LA_0079,0
LA_T_7288400,LA_0079,0
LA_T_7397041,LA_0079,0
LA_T_7677120,LA_0079,0
LA_T_7737943,LA_0079,0
LA_T_7744923,LA_0079,0
LA_T_8115679,LA_0079,0
LA_T_8145267,LA_0079,0
LA_T_8324598,LA_0079,0
LA_T_8449978,LA_0079,0
LA_T_8458654,LA_0079,0
LA_T_8507928,LA_0079,0
LA_T_8638376,LA_0079,0
LA_T_8682959,LA_0079,0
LA_T_9107429,LA_0079,0
LA_T_9152126,LA_0079,0
LA_T_9188299,LA_0079,0
LA_T_9258514,LA_0079,0
LA_T_9341221,LA_0079,0
LA_T_9431341,LA_0079,0
LA_T_9437384,LA_0079,0
LA_T_9456128,LA_0079,0
LA_T_9488159,LA_0079,0
LA_T_9515789,LA_0079,0
LA_T_9526930,LA_0079,0
LA_T_9534983,LA_0079,0
LA_T_9543922,LA_0079,0
LA_T_9596913,LA_0079,0
LA_T_9669914,LA_0079,0
LA_T_9701712,LA_0079,0
LA_T_9789409,LA_0079,0
LA_T_9803720,LA_0079,0
LA_T_9874922,LA_0079,0
LA_T_9897034,LA_0079,0
LA_T_9905136,LA_0079,0
LA_T_9907603,LA_0079,0
LA_T_9926593,LA_0079,0
LA_T_1078395,LA_0080,0
LA_T_1257508,LA_0080,0
LA_T_1290428,LA_0080,0
LA_T_1373249,LA_0080,0
LA_T_1411980,LA_0080,0
LA_T_1455233,LA_0080,0
LA_T_1470659,LA_0080,0
LA_T_1511191,LA_0080,0
LA_T_1618831,LA_0080,0
LA_T_1625761,LA_0080,0
LA_T_1651877,LA_0080,0
LA_T_1702062,LA_0080,0
LA_T_1735385,LA_0080,0
LA_T_1795259,LA_0080,0
LA_T_1820456,LA_0080,0
LA_T_1909202,LA_0080,0
LA_T_2091969,LA_0080,0
LA_T_2335057,LA_0080,0
LA_T_2386039,LA_0080,0
LA_T_2407353,LA_0080,0
LA_T_2486958,LA_0080,0
LA_T_2610237,LA_0080,0
LA_T_2698001,LA_0080,0
LA_T_2737588,LA_0080,0
LA_T_2777160,LA_0080,0
LA_T_2801441,LA_0080,0
LA_T_2835258,LA_0080,0
LA_T_2848593,LA_0080,0
LA_T_2869730,LA_0080,0
LA_T_2992916,LA_0080,0
LA_T_3108269,LA_0080,0
LA_T_3121388,LA_0080,0
LA_T_3127213,LA_0080,0
LA_T_3315434,LA_0080,0
LA_T_3317496,LA_0080,0
LA_T_3387982,LA_0080,0
LA_T_3465801,LA_0080,0
LA_T_3505297,LA_0080,0
LA_T_3518487,LA_0080,0
LA_T_3555171,LA_0080,0
LA_T_3595333,LA_0080,0
LA_T_3626619,LA_0080,0
LA_T_3725354,LA_0080,0
LA_T_3772667,LA_0080,0
LA_T_3840528,LA_0080,0
LA_T_3877261,LA_0080,0
LA_T_4077869,LA_0080,0
LA_T_4104820,LA_0080,0
LA_T_4105004,LA_0080,0
LA_T_4111857,LA_0080,0
LA_T_4140258,LA_0080,0
LA_T_4176612,LA_0080,0
LA_T_4356490,LA_0080,0
LA_T_4369654,LA_0080,0
LA_T_4397800,LA_0080,0
LA_T_4584120,LA_0080,0
LA_T_4904277,LA_0080,0
LA_T_5052270,LA_0080,0
LA_T_5058278,LA_0080,0
LA_T_5064135,LA_0080,0
LA_T_5079307,LA_0080,0
LA_T_5100132,LA_0080,0
LA_T_5134869,LA_0080,0
LA_T_5180830,LA_0080,0
LA_T_5223695,LA_0080,0
LA_T_5250310,LA_0080,0
LA_T_5264471,LA_0080,0
LA_T_5266787,LA_0080,0
LA_T_5359998,LA_0080,0
LA_T_5399126,LA_0080,0
LA_T_5404480,LA_0080,0
LA_T_5774498,LA_0080,0
LA_T_5866595,LA_0080,0
LA_T_5891775,LA_0080,0
LA_T_5913109,LA_0080,0
LA_T_5994708,LA_0080,0
LA_T_6078217,LA_0080,0
LA_T_6093418,LA_0080,0
LA_T_6306026,LA_0080,0
LA_T_6328130,LA_0080,0
LA_T_6356279,LA_0080,0
LA_T_6462285,LA_0080,0
LA_T_6474082,LA_0080,0
LA_T_6631167,LA_0080,0
LA_T_6856715,LA_0080,0
LA_T_6957393,LA_0080,0
LA_T_7015765,LA_0080,0
LA_T_7020265,LA_0080,0
LA_T_7039518,LA_0080,0
LA_T_7090581,LA_0080,0
LA_T_7102200,LA_0080,0
LA_T_7201521,LA_0080,0
LA_T_7316655,LA_0080,0
LA_T_7402461,LA_0080,0
LA_T_7450091,LA_0080,0
LA_T_7483904,LA_0080,0
LA_T_7589094,LA_0080,0
LA_T_7797285,LA_0080,0
LA_T_7856471,LA_0080,0
LA_T_7905464,LA_0080,0
LA_T_7913619,LA_0080,0
LA_T_7939465,LA_0080,0
LA_T_7948400,LA_0080,0
LA_T_8035781,LA_0080,0
LA_T_8086364,LA_0080,0
LA_T_8227234,LA_0080,0
LA_T_8363647,LA_0080,0
LA_T_8421122,LA_0080,0
LA_T_8541274,LA_0080,0
LA_T_8647496,LA_0080,0
LA_T_8651042,LA_0080,0
LA_T_8665473,LA_0080,0
LA_T_8683526,LA_0080,0
LA_T_8721428,LA_0080,0
LA_T_8739453,LA_0080,0
LA_T_8853276,LA_0080,0
LA_T_8857843,LA_0080,0
LA_T_8936519,LA_0080,0
LA_T_8988036,LA_0080,0
LA_T_9102017,LA_0080,0
LA_T_9120168,LA_0080,0
LA_T_9242200,LA_0080,0
LA_T_9296432,LA_0080,0
LA_T_9392152,LA_0080,0
LA_T_9478659,LA_0080,0
LA_T_9628936,LA_0080,0
LA_T_9884044,LA_0080,0
LA_T_1151332,LA_0081,0
LA_T_1213624,LA_0081,0
LA_T_1397401,LA_0081,0
LA_T_1441999,LA_0081,0
LA_T_1450124,LA_0081,0
LA_T_1459702,LA_0081,0
LA_T_1590800,LA_0081,0
LA_T_1670486,LA_0081,0
LA_T_1888223,LA_0081,0
LA_T_2070410,LA_0081,0
LA_T_2085766,LA_0081,0
LA_T_2189044,LA_0081,0
LA_T_2256140,LA_0081,0
LA_T_2305882,LA_0081,0
LA_T_2500033,LA_0081,0
LA_T_2634789,LA_0081,0
LA_T_2774875,LA_0081,0
LA_T_2802034,LA_0081,0
LA_T_2866777,LA_0081,0
LA_T_2875055,LA_0081,0
LA_T_2888246,LA_0081,0
LA_T_2890940,LA_0081,0
LA_T_2945445,LA_0081,0
LA_T_3163159,LA_0081,0
LA_T_3331468,LA_0081,0
LA_T_3342439,LA_0081,0
LA_T_3477694,LA_0081,0
LA_T_3508642,LA_0081,0
LA_T_3570279,LA_0081,0
LA_T_3588899,LA_0081,0
LA_T_3971937,LA_0081,0
LA_T_4096254,LA_0081,0
LA_T_4170168,LA_0081,0
LA_T_4222512,LA_0081,0
LA_T_4292472,LA_0081,0
LA_T_4400269,LA_0081,0
LA_T_4451472,LA_0081,0
LA_T_4513430,LA_0081,0
LA_T_4657133,LA_0081,0
LA_T_4684802,LA_0081,0
LA_T_4901591,LA_0081,0
LA_T_4956729,LA_0081,0
LA_T_5123366,LA_0081,0
LA_T_5159753,LA_0081,0
LA_T_5192765,LA_0081,0
LA_T_5570263,LA_0081,0
LA_T_5592527,LA_0081,0
LA_T_5638559,LA_0081,0
LA_T_5639776,LA_0081,0
LA_T_5777134,LA_0081,0
LA_T_5801784,LA_0081,0
LA_T_5867902,LA_0081,0
LA_T_5953323,LA_0081,0
LA_T_6007335,LA_0081,0
LA_T_6029472,LA_0081,0
LA_T_6049368,LA_0081,0
LA_T_6117487,LA_0081,0
