file,label,dataset
LA_T_1138215.npy,0,ASVspoof
LA_T_1271820.npy,0,ASVspoof
LA_T_1272637.npy,0,ASVspoof
LA_T_1276960.npy,0,ASVspoof
LA_T_1341447.npy,0,ASVspoof
LA_T_1363611.npy,0,ASVspoof
LA_T_1596451.npy,0,ASVspoof
LA_T_1608170.npy,0,ASVspoof
LA_T_1684951.npy,0,ASVspoof
LA_T_1699801.npy,0,ASVspoof
LA_T_1703395.npy,0,ASVspoof
LA_T_1736342.npy,0,ASVspoof
LA_T_1779188.npy,0,ASVspoof
LA_T_1786825.npy,0,ASVspoof
LA_T_1787246.npy,0,ASVspoof
LA_T_1905558.npy,0,ASVspoof
LA_T_2205687.npy,0,ASVspoof
LA_T_2220901.npy,0,ASVspoof
LA_T_2361751.npy,0,ASVspoof
LA_T_2373806.npy,0,ASVspoof
LA_T_2417641.npy,0,ASVspoof
LA_T_2520083.npy,0,ASVspoof
LA_T_2562689.npy,0,ASVspoof
LA_T_2564579.npy,0,ASVspoof
LA_T_2732709.npy,0,ASVspoof
LA_T_2759900.npy,0,ASVspoof
LA_T_2838981.npy,0,ASVspoof
LA_T_2873890.npy,0,ASVspoof
LA_T_2938316.npy,0,ASVspoof
LA_T_3131990.npy,0,ASVspoof
LA_T_3141223.npy,0,ASVspoof
LA_T_3167734.npy,0,ASVspoof
LA_T_3187715.npy,0,ASVspoof
LA_T_3215578.npy,0,ASVspoof
LA_T_3247389.npy,0,ASVspoof
LA_T_3346004.npy,0,ASVspoof
LA_T_3441957.npy,0,ASVspoof
LA_T_3561136.npy,0,ASVspoof
LA_T_3576775.npy,0,ASVspoof
LA_T_3580508.npy,0,ASVspoof
LA_T_3635733.npy,0,ASVspoof
LA_T_3636245.npy,0,ASVspoof
LA_T_3810183.npy,0,ASVspoof
LA_T_3849267.npy,0,ASVspoof
LA_T_3995089.npy,0,ASVspoof
LA_T_3999087.npy,0,ASVspoof
LA_T_3999267.npy,0,ASVspoof
LA_T_4053835.npy,0,ASVspoof
LA_T_4118798.npy,0,ASVspoof
LA_T_4155454.npy,0,ASVspoof
LA_T_4179989.npy,0,ASVspoof
LA_T_4197307.npy,0,ASVspoof
LA_T_4237787.npy,0,ASVspoof
LA_T_4239283.npy,0,ASVspoof
LA_T_4244329.npy,0,ASVspoof
LA_T_4339311.npy,0,ASVspoof
LA_T_4362109.npy,0,ASVspoof
LA_T_4428691.npy,0,ASVspoof
LA_T_4752788.npy,0,ASVspoof
LA_T_4756464.npy,0,ASVspoof
LA_T_4822766.npy,0,ASVspoof
LA_T_5096578.npy,0,ASVspoof
LA_T_5161420.npy,0,ASVspoof
LA_T_5191549.npy,0,ASVspoof
LA_T_5337549.npy,0,ASVspoof
LA_T_5387852.npy,0,ASVspoof
LA_T_5521272.npy,0,ASVspoof
LA_T_5761909.npy,0,ASVspoof
LA_T_5777819.npy,0,ASVspoof
LA_T_5785306.npy,0,ASVspoof
LA_T_5954195.npy,0,ASVspoof
LA_T_6058143.npy,0,ASVspoof
LA_T_6074694.npy,0,ASVspoof
LA_T_6105178.npy,0,ASVspoof
LA_T_6200206.npy,0,ASVspoof
LA_T_6214695.npy,0,ASVspoof
LA_T_6324553.npy,0,ASVspoof
LA_T_6335714.npy,0,ASVspoof
LA_T_6370865.npy,0,ASVspoof
LA_T_6405980.npy,0,ASVspoof
LA_T_6426017.npy,0,ASVspoof
LA_T_6492747.npy,0,ASVspoof
LA_T_6618587.npy,0,ASVspoof
LA_T_6630946.npy,0,ASVspoof
LA_T_6721654.npy,0,ASVspoof
LA_T_6736628.npy,0,ASVspoof
LA_T_6768659.npy,0,ASVspoof
LA_T_6960204.npy,0,ASVspoof
LA_T_7122854.npy,0,ASVspoof
LA_T_7123800.npy,0,ASVspoof
LA_T_7248140.npy,0,ASVspoof
LA_T_7288400.npy,0,ASVspoof
LA_T_7397041.npy,0,ASVspoof
LA_T_7677120.npy,0,ASVspoof
LA_T_7737943.npy,0,ASVspoof
LA_T_7744923.npy,0,ASVspoof
LA_T_8115679.npy,0,ASVspoof
LA_T_8145267.npy,0,ASVspoof
LA_T_8324598.npy,0,ASVspoof
LA_T_8449978.npy,0,ASVspoof
LA_T_8458654.npy,0,ASVspoof
LA_T_8507928.npy,0,ASVspoof
LA_T_8638376.npy,0,ASVspoof
LA_T_8682959.npy,0,ASVspoof
LA_T_9107429.npy,0,ASVspoof
LA_T_9152126.npy,0,ASVspoof
LA_T_9188299.npy,0,ASVspoof
LA_T_9258514.npy,0,ASVspoof
LA_T_9341221.npy,0,ASVspoof
LA_T_9431341.npy,0,ASVspoof
LA_T_9437384.npy,0,ASVspoof
LA_T_9456128.npy,0,ASVspoof
LA_T_9488159.npy,0,ASVspoof
LA_T_9515789.npy,0,ASVspoof
LA_T_9526930.npy,0,ASVspoof
LA_T_9534983.npy,0,ASVspoof
LA_T_9543922.npy,0,ASVspoof
LA_T_9596913.npy,0,ASVspoof
LA_T_9669914.npy,0,ASVspoof
LA_T_9701712.npy,0,ASVspoof
LA_T_9789409.npy,0,ASVspoof
LA_T_9803720.npy,0,ASVspoof
LA_T_9874922.npy,0,ASVspoof
LA_T_9897034.npy,0,ASVspoof
LA_T_9905136.npy,0,ASVspoof
LA_T_9907603.npy,0,ASVspoof
LA_T_9926593.npy,0,ASVspoof
LA_T_1078395.npy,0,ASVspoof
LA_T_1257508.npy,0,ASVspoof
LA_T_1290428.npy,0,ASVspoof
LA_T_1373249.npy,0,ASVspoof
LA_T_1411980.npy,0,ASVspoof
LA_T_1455233.npy,0,ASVspoof
LA_T_1470659.npy,0,ASVspoof
LA_T_1511191.npy,0,ASVspoof
LA_T_1618831.npy,0,ASVspoof
LA_T_1625761.npy,0,ASVspoof
LA_T_1651877.npy,0,ASVspoof
LA_T_1702062.npy,0,ASVspoof
LA_T_1735385.npy,0,ASVspoof
LA_T_1795259.npy,0,ASVspoof
LA_T_1820456.npy,0,ASVspoof
LA_T_1909202.npy,0,ASVspoof
LA_T_2091969.npy,0,ASVspoof
LA_T_2335057.npy,0,ASVspoof
LA_T_2386039.npy,0,ASVspoof
LA_T_2407353.npy,0,ASVspoof
LA_T_2486958.npy,0,ASVspoof
LA_T_2610237.npy,0,ASVspoof
LA_T_2698001.npy,0,ASVspoof
LA_T_2737588.npy,0,ASVspoof
LA_T_2777160.npy,0,ASVspoof
LA_T_2801441.npy,0,ASVspoof
LA_T_2835258.npy,0,ASVspoof
LA_T_2848593.npy,0,ASVspoof
LA_T_2869730.npy,0,ASVspoof
LA_T_2992916.npy,0,ASVspoof
LA_T_3108269.npy,0,ASVspoof
LA_T_3121388.npy,0,ASVspoof
LA_T_3127213.npy,0,ASVspoof
LA_T_3315434.npy,0,ASVspoof
LA_T_3317496.npy,0,ASVspoof
LA_T_3387982.npy,0,ASVspoof
LA_T_3465801.npy,0,ASVspoof
LA_T_3505297.npy,0,ASVspoof
LA_T_3518487.npy,0,ASVspoof
LA_T_3555171.npy,0,ASVspoof
LA_T_3595333.npy,0,ASVspoof
LA_T_3626619.npy,0,ASVspoof
LA_T_3725354.npy,0,ASVspoof
LA_T_3772667.npy,0,ASVspoof
LA_T_3840528.npy,0,ASVspoof
LA_T_3877261.npy,0,ASVspoof
LA_T_4077869.npy,0,ASVspoof
LA_T_4104820.npy,0,ASVspoof
LA_T_4105004.npy,0,ASVspoof
LA_T_4111857.npy,0,ASVspoof
LA_T_4140258.npy,0,ASVspoof
LA_T_4176612.npy,0,ASVspoof
LA_T_4356490.npy,0,ASVspoof
LA_T_4369654.npy,0,ASVspoof
LA_T_4397800.npy,0,ASVspoof
LA_T_4584120.npy,0,ASVspoof
LA_T_4904277.npy,0,ASVspoof
LA_T_5052270.npy,0,ASVspoof
LA_T_5058278.npy,0,ASVspoof
LA_T_5064135.npy,0,ASVspoof
LA_T_5079307.npy,0,ASVspoof
LA_T_5100132.npy,0,ASVspoof
LA_T_5134869.npy,0,ASVspoof
LA_T_5180830.npy,0,ASVspoof
LA_T_5223695.npy,0,ASVspoof
LA_T_5250310.npy,0,ASVspoof
LA_T_5264471.npy,0,ASVspoof
LA_T_5266787.npy,0,ASVspoof
LA_T_5359998.npy,0,ASVspoof
LA_T_5399126.npy,0,ASVspoof
LA_T_5404480.npy,0,ASVspoof
LA_T_5774498.npy,0,ASVspoof
LA_T_5866595.npy,0,ASVspoof
LA_T_5891775.npy,0,ASVspoof
LA_T_5913109.npy,0,ASVspoof
LA_T_5994708.npy,0,ASVspoof
LA_T_6078217.npy,0,ASVspoof
LA_T_6093418.npy,0,ASVspoof
LA_T_6306026.npy,0,ASVspoof
LA_T_6328130.npy,0,ASVspoof
LA_T_6356279.npy,0,ASVspoof
LA_T_6462285.npy,0,ASVspoof
LA_T_6474082.npy,0,ASVspoof
LA_T_6631167.npy,0,ASVspoof
LA_T_6856715.npy,0,ASVspoof
LA_T_6957393.npy,0,ASVspoof
LA_T_7015765.npy,0,ASVspoof
LA_T_7020265.npy,0,ASVspoof
LA_T_7039518.npy,0,ASVspoof
LA_T_7090581.npy,0,ASVspoof
LA_T_7102200.npy,0,ASVspoof
LA_T_7201521.npy,0,ASVspoof
LA_T_7316655.npy,0,ASVspoof
LA_T_7402461.npy,0,ASVspoof
LA_T_7450091.npy,0,ASVspoof
LA_T_7483904.npy,0,ASVspoof
LA_T_7589094.npy,0,ASVspoof
LA_T_7797285.npy,0,ASVspoof
LA_T_7856471.npy,0,ASVspoof
LA_T_7905464.npy,0,ASVspoof
LA_T_7913619.npy,0,ASVspoof
LA_T_7939465.npy,0,ASVspoof
LA_T_7948400.npy,0,ASVspoof
LA_T_8035781.npy,0,ASVspoof
LA_T_8086364.npy,0,ASVspoof
LA_T_8227234.npy,0,ASVspoof
LA_T_8363647.npy,0,ASVspoof
LA_T_8421122.npy,0,ASVspoof
LA_T_8541274.npy,0,ASVspoof
LA_T_8647496.npy,0,ASVspoof
LA_T_8651042.npy,0,ASVspoof
LA_T_8665473.npy,0,ASVspoof
LA_T_8683526.npy,0,ASVspoof
LA_T_8721428.npy,0,ASVspoof
LA_T_8739453.npy,0,ASVspoof
LA_T_8853276.npy,0,ASVspoof
LA_T_8857843.npy,0,ASVspoof
LA_T_8936519.npy,0,ASVspoof
LA_T_8988036.npy,0,ASVspoof
LA_T_9102017.npy,0,ASVspoof
LA_T_9120168.npy,0,ASVspoof
LA_T_9242200.npy,0,ASVspoof
LA_T_9296432.npy,0,ASVspoof
LA_T_9392152.npy,0,ASVspoof
LA_T_9478659.npy,0,ASVspoof
LA_T_9628936.npy,0,ASVspoof
LA_T_9884044.npy,0,ASVspoof
LA_T_1151332.npy,0,ASVspoof
LA_T_1213624.npy,0,ASVspoof
LA_T_1397401.npy,0,ASVspoof
LA_T_1441999.npy,0,ASVspoof
LA_T_1450124.npy,0,ASVspoof
LA_T_1459702.npy,0,ASVspoof
LA_T_1590800.npy,0,ASVspoof
LA_T_1670486.npy,0,ASVspoof
LA_T_1888223.npy,0,ASVspoof
LA_T_2070410.npy,0,ASVspoof
LA_T_2085766.npy,0,ASVspoof
LA_T_2189044.npy,0,ASVspoof
LA_T_2256140.npy,0,ASVspoof
LA_T_2305882.npy,0,ASVspoof
LA_T_2500033.npy,0,ASVspoof
LA_T_2634789.npy,0,ASVspoof
LA_T_2774875.npy,0,ASVspoof
LA_T_2802034.npy,0,ASVspoof
LA_T_2866777.npy,0,ASVspoof
LA_T_2875055.npy,0,ASVspoof
LA_T_2888246.npy,0,ASVspoof
LA_T_2890940.npy,0,ASVspoof
LA_T_2945445.npy,0,ASVspoof
LA_T_3163159.npy,0,ASVspoof
LA_T_3331468.npy,0,ASVspoof
LA_T_3342439.npy,0,ASVspoof
LA_T_3477694.npy,0,ASVspoof
LA_T_3508642.npy,0,ASVspoof
LA_T_3570279.npy,0,ASVspoof
LA_T_3588899.npy,0,ASVspoof
LA_T_3971937.npy,0,ASVspoof
LA_T_4096254.npy,0,ASVspoof
LA_T_4170168.npy,0,ASVspoof
LA_T_4222512.npy,0,ASVspoof
LA_T_4292472.npy,0,ASVspoof
LA_T_4400269.npy,0,ASVspoof
LA_T_4451472.npy,0,ASVspoof
LA_T_4513430.npy,0,ASVspoof
LA_T_4657133.npy,0,ASVspoof
LA_T_4684802.npy,0,ASVspoof
LA_T_4901591.npy,0,ASVspoof
LA_T_4956729.npy,0,ASVspoof
LA_T_5123366.npy,0,ASVspoof
LA_T_5159753.npy,0,ASVspoof
LA_T_5192765.npy,0,ASVspoof
LA_T_5570263.npy,0,ASVspoof
LA_T_5592527.npy,0,ASVspoof
LA_T_5638559.npy,0,ASVspoof
LA_T_5639776.npy,0,ASVspoof
LA_T_5777134.npy,0,ASVspoof
LA_T_5801784.npy,0,ASVspoof
LA_T_5867902.npy,0,ASVspoof
LA_T_5953323.npy,0,ASVspoof
LA_T_6007335.npy,0,ASVspoof
LA_T_6029472.npy,0,ASVspoof
LA_T_6049368.npy,0,ASVspoof
LA_T_6117487.npy,0,ASVspoof
LA_T_6227496.npy,0,ASVspoof
LA_T_6322780.npy,0,ASVspoof
LA_T_6370833.npy,0,ASVspoof
LA_T_6423802.npy,0,ASVspoof
LA_T_6426400.npy,0,ASVspoof
LA_T_6458679.npy,0,ASVspoof
LA_T_6541095.npy,0,ASVspoof
LA_T_6650735.npy,0,ASVspoof
LA_T_6669635.npy,0,ASVspoof
LA_T_6676313.npy,0,ASVspoof
LA_T_6769763.npy,0,ASVspoof
LA_T_6774634.npy,0,ASVspoof
LA_T_6808825.npy,0,ASVspoof
LA_T_7075102.npy,0,ASVspoof
LA_T_7145903.npy,0,ASVspoof
LA_T_7163377.npy,0,ASVspoof
LA_T_7183032.npy,0,ASVspoof
LA_T_7213473.npy,0,ASVspoof
LA_T_7292672.npy,0,ASVspoof
LA_T_7300523.npy,0,ASVspoof
LA_T_7337587.npy,0,ASVspoof
LA_T_7351960.npy,0,ASVspoof
LA_T_7363698.npy,0,ASVspoof
LA_T_7388260.npy,0,ASVspoof
LA_T_7419838.npy,0,ASVspoof
LA_T_7648440.npy,0,ASVspoof
LA_T_7697827.npy,0,ASVspoof
LA_T_7776350.npy,0,ASVspoof
LA_T_7848595.npy,0,ASVspoof
LA_T_7944618.npy,0,ASVspoof
LA_T_7967427.npy,0,ASVspoof
LA_T_7972168.npy,0,ASVspoof
LA_T_8025784.npy,0,ASVspoof
LA_T_8124095.npy,0,ASVspoof
LA_T_8140876.npy,0,ASVspoof
LA_T_8162147.npy,0,ASVspoof
LA_T_8173514.npy,0,ASVspoof
LA_T_8180259.npy,0,ASVspoof
LA_T_8200308.npy,0,ASVspoof
LA_T_8257553.npy,0,ASVspoof
LA_T_8326490.npy,0,ASVspoof
LA_T_8339895.npy,0,ASVspoof
LA_T_8344139.npy,0,ASVspoof
LA_T_8388870.npy,0,ASVspoof
LA_T_8438885.npy,0,ASVspoof
LA_T_8464594.npy,0,ASVspoof
LA_T_8511040.npy,0,ASVspoof
LA_T_8543938.npy,0,ASVspoof
LA_T_8615006.npy,0,ASVspoof
LA_T_8845558.npy,0,ASVspoof
LA_T_8852458.npy,0,ASVspoof
LA_T_8880498.npy,0,ASVspoof
LA_T_8893973.npy,0,ASVspoof
LA_T_8985520.npy,0,ASVspoof
LA_T_9017338.npy,0,ASVspoof
LA_T_9074196.npy,0,ASVspoof
LA_T_9213454.npy,0,ASVspoof
LA_T_9358107.npy,0,ASVspoof
LA_T_9396899.npy,0,ASVspoof
LA_T_9411327.npy,0,ASVspoof
LA_T_9504498.npy,0,ASVspoof
LA_T_9631300.npy,0,ASVspoof
LA_T_9650425.npy,0,ASVspoof
LA_T_9741234.npy,0,ASVspoof
LA_T_9746491.npy,0,ASVspoof
LA_T_9763074.npy,0,ASVspoof
LA_T_9838989.npy,0,ASVspoof
LA_T_9844620.npy,0,ASVspoof
LA_T_9896606.npy,0,ASVspoof
LA_T_9912890.npy,0,ASVspoof
LA_T_1199930.npy,0,ASVspoof
LA_T_1219386.npy,0,ASVspoof
